74					16
0						-1.812688822
0.001666667		-56.19335347
0.002708333		-139.5770393
0.002916667		-228.3987915
0.003958333		-358.9123867
0.004375			-471.2990937
0.005625			-556.4954683
0.0075				-665.2567976
0.009791667		-710.5740181
0.012083333		-708.7613293
0.014166667		-728.7009063
0.017083333		-757.7039275
0.018541667		-763.141994
0.020416667		-745.0151057
0.022708333		-732.326284
0.026875			-699.6978852
0.029791667		-668.8821752
0.032291667		-614.5015106
0.035				-565.5589124
0.038333333		-482.1752266
0.043333333		-375.2265861
0.048541667		-137.7643505
0.051458333		-94.25981873
0.054375			-52.56797583
0.0575				-5.438066465
0.1075				-1.812688822
0.109583333		-81.57099698
0.110416667		-154.0785498
0.111041667		-286.4048338
0.111666667		-409.6676737
0.1125				-514.8036254
0.114375			-610.8761329
0.116458333		-681.570997
0.119166667	-701.510574
0.12125			-716.0120846
0.122708333		-745.0151057
0.124375		-763.141994
0.127708333	-761.3293051
0.130416667	-717.8247734
0.132291667	-710.5740181
0.135625	-701.510574
0.136875	-661.6314199
0.140208333	-634.4410876
0.142083333	-560.1208459
0.146041667	-512.9909366
0.150416667	-382.4773414
0.155416667	-157.7039275
0.159791667	-68.88217523
0.16375		-29.00302115
0.166875	-5.438066465
0.215416667	-5.438066465
0.218541667	-322.6586103
0.219583333	-471.2990937
0.220833333	-583.6858006
0.222083333	-647.1299094
0.225208333	-696.0725076
0.2275		-730.5135952
0.229791667	-754.0785498
0.232708333	-759.5166163
0.236875	-750.4531722
0.239166667	-716.0120846
0.242708333	-659.8187311
0.245208333	-654.3806647
0.247708333	-610.8761329
0.249791667	-541.9939577
0.25125		-505.7401813
0.257083333	-425.9818731
0.26		-300.9063444
0.26375		-117.8247734
0.265833333	-92.44712991
0.269166667	-52.56797583
0.271666667	-30.81570997
0.274375	-5.438066465
0.276041667	-3.625377644
